Star Name,Star Mass [Ms],Star Mass Error Lower [Ms],Star Mass Error Upper [Ms],Star Temperature [K],Star Temperature Error Lower [K],Star Temperature Error Upper [K],Star Radius [Rs],Star Radius Error Lower [Rs],Star Radius Error Upper [Rs],Star log(g),Star log(g) Error Lower,Star log(g) Error Upper,Star Metallicity,Star Metallicity Error Lower,Star Metallicity Error Upper,Metallicity Ratio,Star Age [Gyr],Star Age Error Lower [Gyr],Star Age Error Upper [Gyr],Star Spectral Type,Star Rotational Velocity [km/s],Star Rotational Velocity Error Lower [km/s],Star Rotational Velocity Error Upper [km/s],Star Rotation Period [days],Star Rotation Period Error Lower [days],Star Rotation Period Error Upper [days],Star Distance [pc],Star Distance Error Lower [pc],Star Distance Error Upper [pc],Star Parallax [mas],Star Parallax Error Lower [mas],Star Parallax Error Upper [mas],HD ID,HIP ID,TIC ID,Gaia ID,Star B Mag,Star V Mag,Star H Mag,Star I Mag,Star J Mag,Star Ks Mag,Star u Mag,Star g Mag,Star r Mag,Star i Mag,Star z Mag,Star TESS Mag,Star Kepler Mag,Star Gaia Mag,Star W1 Mag,Star W2 Mag,Star W3 Mag,Star W4 Mag,Star RA,Star Dec,Proper Motion [mas/yr],Total Proper Motion Error Lower [mas/yr],Total Proper Motion Error Upper [mas/yr],RA Proper Motion [mas/yr],RA Proper Motion Error Lower [mas/yr],RA Proper Motion Error Upper [mas/yr],Dec Proper Motion [mas/yr],Dec Proper Motion Error Lower [mas/yr],Dec Proper Motion Error Upper [mas/yr],Planet Name,Planet Radius [Rjup],Planet Radius Error Lower [Rjup],Planet Radius Error Upper [Rjup],Rp/Rs,Rp/Rs Error Lower,Rp/Rs Error Upper,Msin(i) [Mj],Msin(i) Error Lower [Mj],Msin(i) Error Upper [Mj],Planet Mass [Mjup],Planet Mass Error Lower [Mjup],Planet Mass Error Upper [Mjup],Radial Velocity Amplitude [m/s],Radial Velocity Amplitude Error Lower [m/s],Radial Velocity Amplitude Error Upper [m/s],Planet Density [g/cm3],Planet Density Error Lower [g/cm3],Planet Density Error Upper [g/cm3],Planet Period [days],Planet Period Error Lower [days],Planet Period Error Upper [days],Planet Semi-major Axis [au],Planet Semi-major Axis Error Lower [au],Planet Semi-major Axis Error Upper [au],a/Rs,a/Rs Error Lower,a/Rs Error Upper,Inclination,Inclination Error Lower,Inclination Error Upper,Impact Parameter,Impact Parameter Error Lower,Impact Parameter Error Upper,Eccentricity,Eccentricity Error Lower,Eccentricity Error Upper,Periastron,Periastron Error Lower,Periastron Error Upper,Projected Obliquity,Projected Obliquity Error Lower,Projected Obliquity Error Upper,True Obliquity,True Obliquity Error Lower,True Obliquity Error Upper,Transit Mid Time,Transit Mid Time Error Lower [days],Transit Mid Time Error Upper [days],Transit Depth [%],Transit Depth Error Lower [%],Transit Depth Error Upper [%],Transit Duration [hrs],Transit Duration Error Lower [hrs],Transit Duration Error Upper [hrs],Eclipse Depth [%],Eclipse Depth Error Lower [%],Eclipse Depth Error Upper [%],Transit Flag,RV Flag,Survey,Discovery Year,Publication,Publication Date,Controversial Flag,Solution Type,Number of Transmission Spectra,Number of Emission Spectra,TTV Flag,Eclipse Flag,Publication Year,Publication Month,No. Desired Parameters,Prime Source,Inferred Parameters,ExoClock Orbital Parameters,Uniform Stellar Parameters,Calculated Parameters,Planet Albedo,Mean Molecular Weight,Heat Redistribution Factor,Assumed Parameters,ExoClock Priority,Transit Mid Time [days],ExoClock Ephemeris,Replaced Values,Transit,Transit Impact Parameter,Eclipse,Eclipse Impact Parameter,Transit Duration T14 [s],Transit Duration T12 [s],Transit Duration T23 [s],Eclipse Duration E14 [s],Eclipse Duration E12 [s],Eclipse Duration E23 [s],Planet Temperature [K],Planet Transit Temperature [K],Planet Eclipse Temperature [K],Eclipse Mid Time,Mass Flag,Planet Radius [Re],Expected Radial Velocity Amplitude [m/s],Expected Radial Velocity Amplitude Error Upper [m/s],Expected Radial Velocity Amplitude Error Lower [m/s],Planet Mass [Me],Planet Mass Error Upper [Me],Planet Mass Error Lower [Me],Planet Insolation Flux [W/m2],Planet Insolation Flux Error Upper [W/m2],Planet Insolation Flux Error Lower [W/m2],Planet Insolation Flux [Earth],Planet Insolation Flux Error Upper [Earth],Planet Insolation Flux Error Lower [Earth],Available Transits,Available Eclipses,Planet Semi-major Axis [m],Tier 1 Transits,Tier 2 Transits,Tier 3 Transits,Tier 1 Eclipses,Tier 2 Eclipses,Tier 3 Eclipses,Preferred Method,Tier 1 Observations,Tier 2 Observations,Tier 3 Observations,FGS1_Flag,FGS2_Flag,FGS_Flag,Max Tier
K2-138,0.935,-0.023,0.019,5356.3,-13.1,41.8,0.863,-0.018,0.031,4.54,-0.04,0.02,0.14,-0.04,0.04,[M/H],2.8,-1.7,3.8,,,,,,,,202.585,-1.989,2.028,4.90795,-0.048567,0.048567,,,TIC 4610830,Gaia DR2 2413596935442139520,13.063,12.21000004,10.384,,10.75599957,10.30500031,15.0982,14.8948,12.065,11.8643,13.046,11.5018,12.069,12.0252,10.274,10.332,10.279,8.84,348.9490311,-10.8497391,10.5710313,-0.0816482,0.0816482,-1.018,-0.0835275,0.0835275,-10.5219,-0.0816304,0.0816304,K2-138g,0.26880186,-0.02239272,0.02703185,0.03187,-0.0025,0.00295,,,,0.01359217,-0.0095334,0.01654973,0.83,-0.58,1.02,0.9,-0.6,1.1,41.9665,0.006,0.006,0.23109,-0.00196,0.00154,57.7,-2.6,1.2,89.4,-0.3,0.4,0.558,-0.356,0.284,0.059,-0.04,0.063,164,-72,92,,,,,,,2457773.862,0.0044,0.0044,0.102450442,,,4.75,-1.42,0.8,,,,1,1,K2,2021,<a refstr=LOPEZ_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019A&A...631A..90L/abstract target=ref>Lopez et al. 2019</a>,2019-11,0,Published Confirmed,0,0,FALSE,FALSE,2019,11,13,TRUE,,FALSE,FALSE," Transit Depth, ",0.2,2.3,0.8,"Planet Albedo, Heat Redistribution Factor, Mean Molecular Weight, ",high,2457773.854,TRUE,,TRUE,0.592483325,TRUE,0.61207254,16600.86139,777.768721,15045.32394,16863.84784,818.5504531,15226.74693,498.6111533,503.5263118,495.4031774,2457793.33,FALSE,3.012994869,,,,4.319977733,5.259974315,-3.029985331,14180.98,1668.27,617.73,10.41819726,1.225611061,0.453821456,6,8,34570571940,6,72,144,44115,333590,566910,Transit,6,72,144,0,0,0,1
Kepler-25,1.097,-0.059,0.093,6267,-75,81,1.258,-0.059,0.072,4.28,-0.03,0.033,-0.06,-0.1,0.15,[Fe/H],2.75,-0.3,0.3,,8.89,-0.63,0.59,,,,243.249,-1.397,1.414,4.08224,-0.0235791,0.0235791,,,TIC 120960812,Gaia DR2 2100451630105041152,11.323,10.62300014,9.532,,9.763999939,9.493000031,,,,,,10.2768,10.734,10.6319,9.468,9.498,9.456,8.449,286.6383905,39.4879038,6.185693,-0.0440756,0.0440756,-0.454812,-0.0396986,0.0396986,6.16895,-0.0440982,0.0440982,Kepler-25b,0.22571187,-0.0107057,0.01248998,0.018412,-5.90E-05,0.000144,,,,0.00512855,-0.00169903,0.00440489,0.532321443,,,,,,6.238535444,-2.33E-06,2.33E-06,0.0685,,,13.7795,-0.0537,0.0537,89.97,,,0.008,-0.008,0.266,0,,,0,,,,,,,,,2455004.706,-0.000295,0.000295,0.04016,-0.00017,0.00017,3.5255,-0.0105,0.0105,,,,1,1,Kepler,2011,<a refstr=Q1_Q17_DR25_KOI_TABLE href=https://exoplanetarchive.ipac.caltech.edu/docs/Kepler_KOI_docs.html target=ref>Q1-Q17 DR25 KOI Table</a>,31/08/2017 00:00,0,Kepler Project Candidate (q1_q17_dr25_koi),2,0,TRUE,FALSE,2017,8,10,TRUE,,FALSE,FALSE," Radial Velocity Amplitude, ",0.2,2.3,0.8,"Planet Albedo, Heat Redistribution Factor, Mean Molecular Weight, Eccentricity, Periastron, ",,,,"Planet Mass [Mj], Star Age [Gyr], Star Rotational Velocity [km/s], ",TRUE,0.007214929,TRUE,0.007214929,12691.76082,229.8646143,12232.03159,12691.76082,229.8646143,12232.03159,1193.790084,1193.790084,1193.790084,2455007.826,FALSE,2.530000002,,,,1.629998875,1.39999917,-0.539999998,460901.37,30511.35,19860.79,338.6057515,22.41546515,14.59092587,153,153,10247454143,2,17,34,617,4932,9899,Transit,2,17,34,0,0,0,2
HD3167,0.877,-0.024,0.024,5286,-40,40,0.835,-0.026,0.026,4.51,-0.03,0.03,0.03,-0.03,0.03,[Fe/H],5,-4,4,,1.8,-0.4,0.4,23.52,-2.87,2.87,47.2899,-0.1475,0.1485,21.1175,-0.065682,0.065682,HD 3167,HIP 2736,TIC 318707987,Gaia DR2 2554032474712538880,9.767,8.97,7.203,,7.547999859,7.065999985,,,,,,8.2491,8.945,8.76221,6.942,7.09,7.054,7.065,8.7401487,4.3807215,203.8802519,-0.0937291,0.0937291,107.409,-0.127388,0.127388,-173.293,-0.0769802,0.0769802,HD3167c,0.24444685,-0.00892142,0.0094567,0.03006,-0.00055,0.00065,,,,0.02620911,-0.00582075,0.00563197,1.88,-0.42,0.4,2.21,-0.53,0.56,29.8454,0.0012,0.0012,0.1806,-0.008,0.008,46.5,-1.5,1.5,89.6,-0.2,0.2,0.3,-0.18,0.11,0.05,-0.04,0.07,178,-136,134,,,,107.7,-4.9,5.1,2457394.978,0.0012,0.0012,0.090503802,,,4.81,-0.09,0.17,,,,1,1,K2,2016,<a refstr=GANDOLFI_ET_AL__2017 href=https://ui.adsabs.harvard.edu/abs/2017AJ....154..123G/abstract target=ref>Gandolfi et al. 2017</a>,2017-09,0,Published Confirmed,1,0,FALSE,FALSE,2017,9,13,TRUE,,FALSE,FALSE," Transit Depth, ",0.2,2.3,0.8,"Planet Albedo, Heat Redistribution Factor, Mean Molecular Weight, ",high,2457394.979,TRUE,"True Obliquity, ",TRUE,0.323252964,TRUE,0.324383073,17213.9263,559.2016872,16095.52293,17267.49308,561.3865052,16144.72007,548.1326658,549.2977481,548.3400722,2457408.952,FALSE,2.740000031,,,,8.32999967,1.790000051,-1.849999698,20614.6,1437.07,1248.54,15.14471985,1.055757694,0.917252264,11,11,27017375448,6,24,44,2697,7240,14348,Transit,6,24,44,0,0,0,1
HIP56998,0.653,-0.028,0.028,4675,-53,53,0.63,-0.027,0.027,4.654,-0.057,0.057,-0.343,-0.059,0.059,[Fe/H],6.88,-4.27,4.27,,2.47,-0.3,0.3,,,,12.7781,-0.0114,0.0114,78.2299,-0.0693702,0.0693702,HD 101581,HIP 56998,TIC 397362481,Gaia DR2 5378886891122066560,8.865,7.762000084,5.273,,5.791999817,5.100999832,,,,,,6.7213,,7.38399,,,,,175.2563039,-44.4041485,703.2913273,-0.2221672,0.2221672,-660.418,-0.232709,0.232709,241.799,-0.116563,0.116563,HD101581b,0.08528875,-0.00562049,0.00544206,0.0139,-0.0006,0.0006,,,,0.003366596,-0.001101223,0.001636103,,,,,,,4.46569,-0.00032,0.00029,0.046,-0.0007,0.0007,15.70076057,,,87.78,-0.2,0.27,0.616,-0.079,0.036,0,,,0,,,,,,,,,2460014.85,-0.0023,0.0028,0.019354114,,,1.77,-0.12,0.13,,,,1,0,Transiting Exoplanet Survey Satellite (TESS),2025,<a refstr=KUNIMOTO_ET_AL__2025 href=https://ui.adsabs.harvard.edu/abs/2025AJ....169...47K/abstract target=ref>Kunimoto et al. 2025</a>,2025-01,0,Published Confirmed,0,0,FALSE,FALSE,2025,1,9,TRUE,,FALSE,FALSE," a/Rs, Transit Depth, ",0.2,2.3,0.8,"Planet Albedo, Heat Redistribution Factor, Mean Molecular Weight, Eccentricity, Periastron, Planet Mass, ",,,,,TRUE,0.608194322,TRUE,0.608194322,6353.238186,137.2662255,6078.705735,6353.238186,137.2662255,6078.705735,834.2693182,834.2693182,834.2693182,2460017.082,TRUE,0.955999955,0.551617543,0.268075815,0.180435645,1.07,0.52,-0.35,108110.27,10115.28,9006.5,79.42427948,7.431290531,6.616714334,100,101,6881502052,7,21,36,1323,3058,4833,Transit,7,21,36,0,0,0,1
WASP-99,1.21,-0.28,0.28,6150,-100,100,1.64,-0.09,0.09,4.3,-0.1,0.1,0.21,,,[Fe/H],1.4,-0.6,1.1,,6.8,-0.5,0.5,,,,158.66,-0.8,0.809,6.27403,-0.0317206,0.0317206,,,TIC 166836920,Gaia DR2 4745660479479743488,10.085,9.479999542,8.129,,8.43599987,8.088000298,,,,,,8.93,,9.3251,8.06,8.108,8.065,8.031,39.8976689,-50.0081934,39.9001411,-0.0500135,0.0500135,-1.86779,-0.0478412,0.0478412,-39.8564,-0.0500182,0.0500182,WASP-99b,1.02,-0.06,0.06,0.063913377,-0.001564618,0.001564618,,,,2.43,-0.37,0.37,242.2,-1.7,1.7,,,,5.7525875,2.60E-06,2.60E-06,0.066886741,,,8.77,-0.47,0.47,88.8,-1.1,1.1,0.183665022,,,0,,,0,,,,,,,,,2450000,0.0002,0.0002,0.41,-0.02,0.02,,,,,,,1,1,SuperWASP,2014,<a refstr=STASSUN_ET_AL__2017 href=https://ui.adsabs.harvard.edu/abs/2017AJ....153..136S/abstract target=ref>Stassun et al. 2017</a>,2017-03,0,Published Confirmed,0,0,FALSE,FALSE,2017,3,10,TRUE,,FALSE,FALSE," Planet Semi-major Axis, Transit Impact Parameter, Rp/Rs, ",0.2,2.3,0.8,"Planet Albedo, Heat Redistribution Factor, Mean Molecular Weight, Eccentricity, Periastron, Transit Mid Time, ",high,2458807.899,TRUE,"Star Age [Gyr], Star Rotational Velocity [km/s], ",TRUE,0.183665022,TRUE,0.183665022,18953.90529,1180.724122,16592.45704,18953.90529,1180.724122,16592.45704,1468.453914,1468.453914,1468.453914,2450002.876,FALSE,11.43316035,,,,772.323028,117.5965104,-117.5965104,1075674.87,150442.86,127843.1,790.2551858,110.5243356,93.92119827,158,160,10006113960,25,158,301,1,3,4,Eclipse,1,3,4,0,0,0,2
WASP-82,1.48,-0.37,0.37,6480,-90,90,2.1,-0.16,0.16,3.96,-0.03,0.03,0.12,,,[Fe/H],,,,,2.6,-0.9,0.9,,,,275.664,-3.055,3.122,3.59924,-0.0403327,0.0403327,,,TIC 452808876,Gaia DR2 3231856379348299008,10.487,10.06999969,8.868,,9.045999527,8.758999825,,,,,,9.538961,,9.89796,8.732,8.757,8.75,8.533,72.6605916,1.8938365,24.8347782,-0.0532604,0.0532604,-16.1509,-0.0635481,0.0635481,-18.8657,-0.0442261,0.0442261,WASP-82b,1.62,-0.13,0.13,0.079274071,-0.000630723,0.000630723,,,,1.17,-0.2,0.2,130.7,-1.9,1.9,,,,2.70578401,5.50E-07,5.50E-07,0.043263297,,,4.43,-0.15,0.15,87.9,-1.65,1.65,0.16233163,,,0,,,0,,,,,,,,,2450000,0.00014,0.00014,0.63,-0.01,0.01,,,,,,,1,1,SuperWASP,2015,<a refstr=STASSUN_ET_AL__2017 href=https://ui.adsabs.harvard.edu/abs/2017AJ....153..136S/abstract target=ref>Stassun et al. 2017</a>,2017-03,0,Published Confirmed,0,0,FALSE,FALSE,2017,3,10,TRUE,,FALSE,FALSE," Planet Semi-major Axis, Transit Impact Parameter, Rp/Rs, ",0.2,2.3,0.8,"Planet Albedo, Heat Redistribution Factor, Mean Molecular Weight, Eccentricity, Periastron, Transit Mid Time, ",low,2458217.092,TRUE,"Star Rotational Velocity [km/s], ",TRUE,0.16233163,TRUE,0.16233163,18113.61648,1385.496134,15342.62422,18113.61648,1385.496134,15342.62422,2176.998576,2176.998576,2176.998576,2450001.353,FALSE,18.15854878,,,,371.8592357,63.56568132,-63.56568132,5067095.7,383007.11,346936.34,3722.591989,281.3799628,254.8802147,136,143,6472097100,1,5,10,1,1,1,Eclipse,1,1,1,0,0,0,3
HAT-P-55,1.013,-0.037,0.037,5808,-50,50,1.011,-0.036,0.036,4.434,-0.032,0.032,-0.03,-0.08,0.08,[Fe/H],4.2,-1.7,1.7,,1.8,-0.5,0.5,,,,511.388,-3.585,3.634,1.9266,-0.0136983,0.0136983,,,TIC 311408969,Gaia DR2 4593808272896243328,13.871,13.20699978,11.714,,12.02000046,11.62699986,,,,,,12.658,,13.0955,11.634,11.672,11.575,9.274,264.2735096,25.7311468,10.9778775,-0.0199043,0.0199043,7.39262,-0.0182284,0.0182284,-8.1156,-0.0211946,0.0211946,HAT-P-55b,1.182,-0.055,0.055,0.1202,-0.0019,0.0019,,,,0.582,-0.056,0.056,76.7,-7.1,7.1,0.435,-0.077,0.077,3.58523207,7.20E-07,7.20E-07,0.04604,-0.00056,0.00056,9.79,-0.34,0.34,87.7,-0.56,0.56,0.392,-0.086,0.073,0,,,0,,,,,,,,,2456730.835,0.0002,0.0002,1.443455929,,,2.9352,-0.0312,0.0312,,,,1,1,HATNet,2015,<a refstr=JUNCHER_ET_AL__2015 href=https://ui.adsabs.harvard.edu/abs/2015PASP..127..851J/abstract target=ref>Juncher et al. 2015</a>,2015-09,0,Published Confirmed,1,0,FALSE,FALSE,2015,9,11,TRUE,,FALSE,FALSE," Transit Depth, ",0.2,2.3,0.8,"Planet Albedo, Heat Redistribution Factor, Mean Molecular Weight, Eccentricity, Periastron, ",low,2458279.656,TRUE,,TRUE,0.392890249,TRUE,0.392890249,10594.40457,1325.525262,7943.354046,10594.40457,1325.525262,7943.354046,1312.563321,1312.563321,1312.563321,2456732.627,FALSE,13.24901522,,,,184.9761326,17.79839077,-17.79839077,680602.31,57643.23,59052.18,500.0112208,42.34816923,43.38326829,160,156,6887485967,3,42,84,3,20,40,Eclipse,3,20,40,1,0,1,2
WASP-141,1.25,-0.06,0.06,5900,-120,120,1.37,-0.07,0.07,4.26,-0.04,0.04,0.29,-0.09,0.09,[Fe/H],5,,,F9,3.9,-0.8,0.8,,,,516.543,-8.366,8.641,1.90731,-0.0316279,0.0316279,,,TIC 117979897,Gaia DR2 2980392087185289216,13.243,12.39999962,11.261,,11.4989996,11.19400024,,,,,,12.0682,,12.4822,11.148,11.187,11.136,9.162,71.8244347,-17.1151736,7.7802964,-0.0342539,0.0342539,7.53201,-0.0335166,0.0335166,-1.94983,-0.0438056,0.0438056,WASP-141b,1.21,-0.08,0.08,0.090761204,-0.001101792,0.001101792,,,,2.69,-0.15,0.15,315,-15,15,1.98,-0.33,0.33,3.31066699,8.00E-07,8.00E-07,0.0469,-0.0007,0.0007,7.361319782,,,87.6,-1.3,1.3,0.31,-0.12,0.12,0,,,0,,,,,,,,,2457019.595,0.00025,0.00025,0.83,-0.02,0.02,3.6,-0.024,0.024,,,,1,1,SuperWASP-South,2016,<a refstr=HELLIER_ET_AL__2017 href=https://ui.adsabs.harvard.edu/abs/2017MNRAS.465.3693H/abstract target=ref>Hellier et al. 2017</a>,2017-03,0,Published Confirmed,0,0,FALSE,FALSE,2017,3,10,TRUE,,FALSE,FALSE," a/Rs, Rp/Rs, ",0.2,2.3,0.8,"Planet Albedo, Heat Redistribution Factor, Mean Molecular Weight, Eccentricity, Periastron, ",low,2458026.039,TRUE,,TRUE,0.308260078,TRUE,0.308260078,12996.76571,1191.706596,10613.35252,12996.76571,1191.706596,10613.35252,1537.655945,1537.655945,1537.655945,2457021.251,FALSE,13.56286668,,,,854.9584137,47.67426099,-47.67426099,1229789.61,129398.04,116806.82,903.4771043,95.06355032,85.81328598,140,142,7016140136,52,747,1483,2,11,22,Eclipse,2,11,22,0,0,0,2
TOI-1453,0.715,-0.035,0.035,4975,-68,68,0.72,-0.029,0.029,4.576,-0.015,0.015,-0.31,-0.06,0.06,[Fe/H],12,-3.8,1.1,,2,,,,,,78.7415,-0.1192,0.1195,12.6708,-0.019106,0.019106,,,TIC 198390247,Gaia DR2 1433062331332673792,12.029,10.90999985,8.766,,9.274999619,8.68599987,14.9788,11.753,13.7634,10.4613,10.6197,10.1426,,10.7265,8.635,8.678001,8.604,8.519,258.2232705,57.1977779,71.005304,-0.036465,0.036465,-71.0053,-0.036465,0.036465,-0.023815,-0.0388186,0.0388186,TOI-1453c,0.19841233,-0.00847535,0.00847535,0.02832,-0.00036,0.00036,,,,0.00928174,-0.00264294,0.00261147,1.26,-0.35,0.35,1.472135,-0.441089,0.479685,6.5886982,-4.10E-06,4.10E-06,0.061642874,,,18.41,-0.46,0.44,87.61,-0.11,0.1,0.767,-0.014,0.014,0,,,90,,,,,,,,,2459395.381,-0.00039,0.00039,0.080194246,,,1.874,-0.101,0.108,,,,1,1,Transiting Exoplanet Survey Satellite (TESS),2025,<a refstr=STALPORT_ET_AL__2025 href=https://ui.adsabs.harvard.edu/abs/2025arXiv250307529S/abstract target=ref>Stalport et al. 2025</a>,2025-03,0,Published Confirmed,0,0,FALSE,FALSE,2025,3,11,TRUE,,FALSE,FALSE," Planet Semi-major Axis, Transit Depth, ",0.2,2.3,0.8,"Planet Albedo, Heat Redistribution Factor, Mean Molecular Weight, Eccentricity, ",,,,,TRUE,0.767720441,TRUE,0.767720441,6741.130266,436.2591851,5868.611896,6741.130266,436.2591851,5868.611896,819.8817001,819.8817001,819.8817001,2459398.676,FALSE,2.223999984,,,,2.950000635,0.829999349,-0.840001409,104098.97,8563.05,7756.88,76.47733824,6.290929404,5.698668637,188,188,9221642640,2,22,43,465,2911,5938,Transit,2,22,43,0,0,0,1
HATS-45,1.272,-0.048,0.048,6450,-110,110,1.315,-0.064,0.064,4.305,-0.036,0.036,0.02,-0.068,0.068,[Fe/H],1.52,-0.7,0.7,,9.9,-0.4,0.4,,,,772.11,-10.987,11.303,1.2665,-0.0185511,0.0185511,,,TIC 4616072,Gaia DR2 2926039005480063616,13.845,13.31000042,12.155,,12.36400032,12.13700008,,,,,,12.8893,,13.2385,12.084,12.115,12.044,8.887,101.9942455,-21.9107112,4.8666324,-0.0253973,0.0253973,-3.18139,-0.0169573,0.0169573,3.68278,-0.0301958,0.0301958,HATS-45b,1.286,-0.093,0.093,0.1004,-0.0042,0.0042,,,,0.7,-0.15,0.15,75,-16,16,0.41,-0.11,0.16,4.1876194,1.90E-06,1.90E-06,0.05511,-0.00069,0.00069,9.02,-0.39,0.39,85.61,-0.42,0.42,0.689,-0.045,0.034,0,,,0,,,,,,,,,2456731.195,0.0005,0.0005,1.00995336,,,3.0456,-0.0504,0.0504,,,,1,1,HATSouth,2018,<a refstr=BRAHM_ET_AL__2018 href=https://ui.adsabs.harvard.edu/abs/2018AJ....155..112B/abstract target=ref>Brahm et al. 2018</a>,2018-03,0,Published Confirmed,0,0,FALSE,FALSE,2018,3,11,TRUE,,FALSE,FALSE," Transit Depth, ",0.2,2.3,0.8,"Planet Albedo, Heat Redistribution Factor, Mean Molecular Weight, Eccentricity, Periastron, ",high,2457983.295,TRUE,,TRUE,0.690435976,TRUE,0.690435976,10989.06044,1799.520209,7390.02002,10989.06044,1799.520209,7390.02002,1518.59319,1518.59319,1518.59319,2456733.289,FALSE,14.41474922,,,,222.4798846,47.67426099,-47.67426099,1205868.72,144966.25,124136.71,885.9033858,106.5008898,91.19826219,124,123,8244338654,7,97,192,5,35,69,Eclipse,5,35,69,1,0,1,1
WASP-147,1.044,-0.073,0.07,5702,-100,100,1.429,-0.076,0.14,,,,0.092,-0.071,0.069,[Fe/H],8.47,-0.78,0.78,G4,0.3,-0.3,0.8,,,,436.098,-8.973,9.35,2.2651,-0.0477939,0.0477939,,,TIC 114749636,Gaia DR2 2340919358581488768,13.106,12.68000031,10.907,,11.17399979,10.85700035,,,,,,11.7607,,12.1832,10.79,10.844,10.797,8.998,359.1915117,-22.1532316,8.7482342,-0.0643353,0.0643353,-5.29473,-0.0777957,0.0777957,-6.96401,-0.0550739,0.0550739,WASP-147b,1.115,-0.093,0.14,0.08,-0.0038,0.0038,,,,0.275,-0.027,0.028,32.7,-2.8,2.8,0.263,-0.08,0.081,4.602744,2.80E-06,2.80E-06,0.0549,-0.0013,0.0012,8.29,-0.74,0.4,87.9,-1.6,1.5,0.31,-0.21,0.19,0,,,0,,,,,,,,,2456562.595,0.00059,0.00059,0.64,-0.059,0.062,4.3944,-0.0792,0.0984,,,,1,1,SuperWASP-South,2018,<a refstr=LENDL_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019MNRAS.482..301L/abstract target=ref>Lendl et al. 2019</a>,2019-01,0,Published Confirmed,0,0,FALSE,FALSE,2019,1,12,TRUE,,FALSE,FALSE, ,0.2,2.3,0.8,"Planet Albedo, Heat Redistribution Factor, Mean Molecular Weight, Eccentricity, Periastron, ",high,2458684.461,TRUE,,TRUE,0.303776345,TRUE,0.303776345,15877.55758,1292.06923,13293.41912,15877.55758,1292.06923,13293.41912,1400.344693,1400.344693,1400.344693,2456564.896,FALSE,12.49801351,,,,87.40281181,8.899195385,-8.581366978,856788.71,132592.63,106729.69,629.4483027,97.41048747,78.41002272,77,77,8212923101,1,10,20,2,12,25,Transit,1,10,20,0,0,0,2
HD110067,0.798,-0.042,0.042,5266,-64,64,0.788,-0.008,0.008,4.54,-0.03,0.03,-0.2,-0.04,0.04,[Fe/H],8.1,-4,4,K0.0 V,2.5,-1,1,,,,32.1585,-0.0569,0.0572,31.0671,-0.0547289,0.0547289,HD 110067,,TIC 347332255,Gaia DR2 3948424496764080640,9.203,8.430000305,6.561,,6.952000141,6.492000103,,,,,,7.6621,,8.17208,6.453,6.407,6.486,6.396,189.8392243,20.0273377,132.8761492,-0.0615534,0.0615534,-81.9586,-0.0827188,0.0827188,-104.589,-0.0437459,0.0437459,HD110067b,0.19627119,-0.00267643,0.00267643,0.0256,-0.0002,0.0002,,,,0.01790274,-0.00572636,0.00560051,2.03,-0.65,0.62,,,,9.113678,-1.00E-05,1.00E-05,0.0793,-0.00096,0.00096,21.66,-0.24,0.24,89.061,-0.099,0.099,0.355,-0.033,0.033,0,,,0,,,,,,,,,2459640.158,-0.00036,0.00036,0.065513615,,,3.0948,-0.019,0.019,,,,1,1,Multiple Observatories,2023,<a refstr=LUQUE_ET_AL__2023 href=https://ui.adsabs.harvard.edu/abs/2023Natur.623..932L/abstract target=ref>Luque et al. 2023</a>,2023-11,0,Published Confirmed,0,0,FALSE,FALSE,2023,11,11,TRUE,,FALSE,FALSE," Transit Depth, ",0.2,2.3,0.8,"Planet Albedo, Heat Redistribution Factor, Mean Molecular Weight, Eccentricity, Periastron, ",,,,,TRUE,0.354962088,TRUE,0.354962088,11139.67269,317.2267333,10505.21923,11139.67269,317.2267333,10505.21923,800.0859257,800.0859257,800.0859257,2459644.715,FALSE,2.199999987,,,,5.689999328,1.780001169,-1.819999874,93209.59,5389.45,5225.86,68.47734749,3.959412765,3.839229753,37,36,11863111147,4,14,25,228,648,1067,Transit,4,14,25,0,0,0,2
