Star Name,Star Mass [Ms],Star Mass Error Lower [Ms],Star Mass Error Upper [Ms],Star Temperature [K],Star Temperature Error Lower [K],Star Temperature Error Upper [K],Star Radius [Rs],Star Radius Error Lower [Rs],Star Radius Error Upper [Rs],Star log(g),Star log(g) Error Lower,Star log(g) Error Upper,Star Metallicity,Star Metallicity Error Lower,Star Metallicity Error Upper,Metallicity Ratio,Star C/H,Star C/H Error,Star O/H,Star O/H Error,Star N/H,Star N/H Error,Star C/O,Star N/O,Star C/N,Star Age [Gyr],Star Age Error Lower [Gyr],Star Age Error Upper [Gyr],Star Spectral Type,Star Rotational Velocity [km/s],Star Rotational Velocity Error Lower [km/s],Star Rotational Velocity Error Upper [km/s],Star Rotation Period [days],Star Rotation Period Error Lower [days],Star Rotation Period Error Upper [days],Star Distance [pc],Star Distance Error Lower [pc],Star Distance Error Upper [pc],Star Parallax [mas],Star Parallax Error Lower [mas],Star Parallax Error Upper [mas],HD ID,HIP ID,TIC ID,Gaia DR3 ID,Star B Mag,Star V Mag,Star H Mag,Star I Mag,Star J Mag,Star Ks Mag,Star u Mag,Star g Mag,Star r Mag,Star i Mag,Star z Mag,Star TESS Mag,Star Kepler Mag,Star Gaia Mag,Star W1 Mag,Star W2 Mag,Star W3 Mag,Star W4 Mag,Star RA,Star Dec,Coordinate Source,Coordinate Ref Epoch,Proper Motion [mas/yr],Total Proper Motion Error Lower [mas/yr],Total Proper Motion Error Upper [mas/yr],RA Proper Motion [mas/yr],RA Proper Motion Error Lower [mas/yr],RA Proper Motion Error Upper [mas/yr],Dec Proper Motion [mas/yr],Dec Proper Motion Error Lower [mas/yr],Dec Proper Motion Error Upper [mas/yr],2MASS RA,2MASS Dec,Planet Name,Planet Radius [Rjup],Planet Radius Error Lower [Rjup],Planet Radius Error Upper [Rjup],Planet Radius [Re],Rp/Rs,Rp/Rs Error Lower,Rp/Rs Error Upper,Msin(i) [Mjup],Msin(i) Error Lower [Mjup],Msin(i) Error Upper [Mjup],Planet Mass [Mjup],Planet Mass Error Lower [Mjup],Planet Mass Error Upper [Mjup],Planet Mass [Me],Planet Mass Error Upper [Me],Planet Mass Error Lower [Me],Mass Flag,Radial Velocity Amplitude [m/s],Radial Velocity Amplitude Error Lower [m/s],Radial Velocity Amplitude Error Upper [m/s],Expected Radial Velocity Amplitude [m/s],Expected Radial Velocity Amplitude Error Upper [m/s],Expected Radial Velocity Amplitude Error Lower [m/s],Planet Density [g/cm3],Planet Density Error Lower [g/cm3],Planet Density Error Upper [g/cm3],Planet Period [days],Planet Period Error Lower [days],Planet Period Error Upper [days],Planet Temperature [K],Planet Transit Temperature [K],Planet Eclipse Temperature [K],Planet Insolation Flux [W/m2],Planet Insolation Flux Error Upper [W/m2],Planet Insolation Flux Error Lower [W/m2],Planet Insolation Flux [Earth],Planet Insolation Flux Error Upper [Earth],Planet Insolation Flux Error Lower [Earth],Planet Semi-major Axis [au],Planet Semi-major Axis Error Lower [au],Planet Semi-major Axis Error Upper [au],Planet Semi-major Axis [m],a/Rs,a/Rs Error Lower,a/Rs Error Upper,Inclination,Inclination Error Lower,Inclination Error Upper,Eccentricity,Eccentricity Error Lower,Eccentricity Error Upper,Periastron,Periastron Error Lower,Periastron Error Upper,Projected Obliquity,Projected Obliquity Error Lower,Projected Obliquity Error Upper,True Obliquity,True Obliquity Error Lower,True Obliquity Error Upper,Transit,Transit Impact Parameter,Transit Mid Time,Transit Mid Time Error Lower [days],Transit Mid Time Error Upper [days],Transit Depth [%],Transit Depth Error Lower [%],Transit Depth Error Upper [%],Transit Duration [hrs],Transit Duration Error Lower [hrs],Transit Duration Error Upper [hrs],Transit Duration T14 [s],Transit Duration T12 [s],Transit Duration T23 [s],Eclipse,Eclipse Impact Parameter,Eclipse Depth [%],Eclipse Depth Error Lower [%],Eclipse Depth Error Upper [%],Eclipse Duration E14 [s],Eclipse Duration E12 [s],Eclipse Duration E23 [s],Eclipse Mid Time,Transit Flag,RV Flag,Survey,Discovery Year,Publication,Publication Date,Controversial Flag,Solution Type,Number of Transmission Spectra,Number of Emission Spectra,TTV Flag,Eclipse Flag,Planet Albedo,Mean Molecular Weight,Heat Redistribution Factor,In PLATO FOV,No. Desired Parameters,Inferred Parameters,ExoClock Orbital Parameters,ExoClock Priority,ExoClock Ephemeris,Uniform Stellar Parameters,Calculated Parameters,Assumed Parameters,Replaced Values,Available Transits,Available Eclipses,Tier 1 Transits,Tier 2 Transits,Tier 3 Transits,Tier 1 Eclipses,Tier 2 Eclipses,Tier 3 Eclipses,Preferred Method,Tier 1 Observations,Tier 2 Observations,Tier 3 Observations,FGS1_Flag,FGS2_Flag,FGS_Flag,Max Tier
WASP-47,1.117221,0.025042,0.020753,5492,60,60,1.096079,0.018293,0.021984,4.3,0.16,0.16,0.36,-0.05,0.05,[Fe/H],0.46,0.04,,,0.56,0.12,,,3.16227766,6.5,-1.2,2.6,,3.2,0.8,0.8,31.2,-3.5,3.5,264.78,-4.716,4.888,3.74964,-0.0679499,0.0679499,,,TIC 102264230,Gaia DR3 2613413008919918976,12.736,11.936,10.31,,10.613,10.192,,,,,,11.29,11.762,11.7889,10.165,10.236,10.172,8.745,331.203092,-12.019067,NEA,J2000,43.9557276,-0.0913683,0.0913683,15.0235,-0.0898828,0.0898828,-41.3086,-0.091563,0.091563,331.2030256,-12.01888854,WASP-47b,1.15,-0.25,0.25,12.89032784,0.10193,-0.00018,0.00018,,,,1.21,-0.39,0.59,384.572372,187.5187599,-123.9530786,FALSE,142,-1.7,1.7,,,,0.98,-0.21,0.21,4.15915063,3.90E-07,3.90E-07,1210.933339,1211.785446,1210.090132,580300.05,24797.34,31383.86,426.3231731,18.21761117,23.05646325,0.052,-0.011,0.011,7779089276,10.2846754,-0.047,0.047,89.02,-0.17,0.17,0.0028,-0.002,0.0042,30,-79,79,,,,29.2,-13.3,11.1,TRUE,0.175655545,2457590.213,0.00011,0.00011,1.162472943,,,,,,12106.30075,1155.64574,9795.00927,TRUE,0.17614807,,,,12139.29517,1158.970264,9821.354636,2457592.299,1,1,SuperWASP,2012,<a refstr=ALMENARA_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016A&A...595L...5A/abstract target=ref>Almenara et al. 2016</a>,2016-10,0,Published Confirmed,0,0,TRUE,FALSE,0.2,2.3,0.8,FALSE,12,,FALSE,medium,TRUE,TRUE," Transit Depth, ","Planet Albedo, Heat Redistribution Factor, Mean Molecular Weight, ","True Obliquity, ",81,82,5,60,119,1,6,13,Eclipse,1,6,13,green,green,green,2
WASP-48,1.394013,0.019961,0.019061,6312,105,105,1.702198,0.066043,0.069152,4.11,0.13,0.13,-0.12,,,[Fe/H],0.03,0.08,,,,,,,,7.9,-1.6,2,,13.4,0.3,0.3,,,,454.144,-4.381,4.465,2.17324,-0.021284,0.021284,,,TIC 284475976,Gaia DR3 2141754578242371584,12.307,11.647,10.441,,10.627,10.372,,,,,,11.1541,,11.523,10.326,10.368,10.339,9.299,291.1623865,55.4730273,NEA,J2000,28.635111,-0.0405686,0.0405686,6.14132,-0.0387356,0.0387356,-27.9688,-0.0406549,0.0406549,291.1623394,55.47314781,WASP-48b,1.5,-0.2,0.2,16.8134711,0.090555874,-0.001104291,0.001104291,,,,0.8,-0.23,0.23,254.2627253,73.10053352,-73.10053352,FALSE,136,-11.3,11.3,,,,,,,2.14363676,1.40E-07,1.40E-07,2248.594637,2248.594637,2248.594637,3798596.73,607202.59,520619.07,2790.67667,446.0873903,382.4779507,0.031188056,,,4665666830,3.939867748,-0.18,0.18,80.09,-0.62,0.62,0,,,0,,,,,,,,,TRUE,0.678055304,2458892.978,8.40E-05,8.40E-05,0.96,-0.02,0.02,,,,13081.58718,1918.672019,9244.243143,TRUE,0.678055304,,,,13081.58718,1918.672019,9244.243143,2458894.05,1,1,SuperWASP,2011,<a refstr=STASSUN_ET_AL__2017 href=https://ui.adsabs.harvard.edu/abs/2017AJ....153..136S/abstract target=ref>Stassun et al. 2017</a>,2017-03,0,Published Confirmed,3,2,FALSE,TRUE,0.2,2.3,0.8,FALSE,10,,FALSE,low,TRUE,TRUE," Planet Semi-major Axis, Transit Impact Parameter, Rp/Rs, ","Planet Albedo, Heat Redistribution Factor, Mean Molecular Weight, Eccentricity, Periastron, Eccentricity, Eccentricity, Eccentricity, Eccentricity, ","Star Age [Gyr], ",581,581,1,9,18,1,2,3,Eclipse,1,2,3,green,green,green,3
WASP-49,0.88583,0.01915,0.020984,5496,48,48,1.04015,0.019417,0.020022,4.29,0.18,0.18,,,,,0.04,0.04,0.06,0.13,,,0.52480746,,,11.9,-3.2,0.8,G6 V,1.5,0.4,0.4,,,,194.553,-1.189,1.203,5.11132,-0.0313516,0.0313516,,,TIC 306362738,Gaia DR3 2991284369063612928,11.926,11.352,9.812,,10.146,9.749,,,,,,10.8164,,11.2907,9.648,9.677,9.632,8.669,91.0897193,-16.9653901,NEA,J2000,57.9913568,-0.0508865,0.0508865,54.7694,-0.0502725,0.0502725,-19.0607,-0.0556977,0.0556977,91.08947323,-16.96530798,WASP-49b,1.198,-0.047,0.047,13.42835892,0.118357638,-0.000718162,0.000718162,,,,0.399,-0.03,0.03,126.8135342,9.534852198,-9.534852198,FALSE,57.5,-2.1,2.1,,,,0.288,-0.006,0.006,2.78173721,1.90E-07,1.90E-07,1373.023005,1373.023005,1373.023005,862944.83,146416.15,126444.99,633.9709572,107.5660732,92.89406292,0.03873,-0.0013,0.0013,5793925532,8.011389091,,,84.48,-0.13,0.13,0,,,90,,,54,-58,79,,,,TRUE,0.770641197,2457519.466,0.00011,0.00011,1.345,-0.017,0.017,2.14,-0.01,0.01,7788.785964,1839.090031,4110.605903,TRUE,0.770641197,,,,7788.785964,1839.090031,4110.605903,2457520.856,1,1,SuperWASP,2012,<a refstr=WYTTENBACH_ET_AL__2017 href=https://ui.adsabs.harvard.edu/abs/2017A&A...602A..36W/abstract target=ref>Wyttenbach et al. 2017</a>,2017-06,0,Published Confirmed,1,2,FALSE,TRUE,0.2,2.3,0.8,FALSE,10,,FALSE,medium,TRUE,TRUE," Rp/Rs, ","Planet Albedo, Heat Redistribution Factor, Mean Molecular Weight, Eccentricity, Eccentricity, Eccentricity, Eccentricity, Eccentricity, ","Star Age [Gyr], ",172,171,1,3,6,1,2,4,Eclipse,1,2,4,green,green,green,2
WASP-5,1.062626,0.029369,0.031623,5703,80,80,1.114882,0.031912,0.033534,4.38,0.16,0.16,0.09,-0.09,0.09,[Fe/H],0.25,0.05,,,,,,,,3.05,-1.35,1.35,G5,4.6,0.3,0.3,16.2,-0.4,0.4,309.137,-3.341,3.414,3.20634,-0.0350741,0.0350741,,,TIC 184240683,Gaia DR3 6533307957785865856,12.796,12.147,10.65,,10.949,10.598,,,,,,11.5464,,11.996,10.542,10.589,10.552,8.714,359.3490277,-41.2772202,NEA,J2000,17.5478704,-0.0448809,0.0448809,7.33025,-0.0398456,0.0398456,-15.9435,-0.0458746,0.0458746,359.3489853,-41.27715103,WASP-5b,1.14,-0.04,0.1,12.77823803,0.1106,-0.0006,0.0018,,,,1.555,-0.072,0.066,494.2231723,20.97667484,-22.88364527,FALSE,268.7,-1.9,1.8,,,,,,,1.628429917,4.50E-08,4.50E-08,1763.817072,1763.817072,1763.817072,2041651.34,322593.39,204793.57,1499.919357,236.9964256,150.4536224,0.02709,-0.00059,0.00056,4052606317,5.227206583,-0.313,0.123,86.1,-1.5,0.7,0,,,0,,,12.1,-8,10,,,,TRUE,0.355529975,2456678.225,6.20E-05,6.20E-05,1.223,-0.014,0.04,2.3712,-0.012,0.0312,9097.901273,1034.031904,7029.837465,TRUE,0.355529975,,,,9097.901273,1034.031904,7029.837465,2456679.04,1,1,SuperWASP,2008,<a refstr=TRIAUD_ET_AL__2010 href=https://ui.adsabs.harvard.edu/abs/2010A&A...524A..25T/abstract target=ref>Triaud et al. 2010</a>,2010-12,0,Published Confirmed,0,5,FALSE,TRUE,0.2,2.3,0.8,FALSE,12,,FALSE,medium,TRUE,TRUE, ,"Planet Albedo, Heat Redistribution Factor, Mean Molecular Weight, Eccentricity, Periastron, Eccentricity, Eccentricity, Eccentricity, Eccentricity, ","Star Age [Gyr], Star Rotation Period [days], ",267,265,7,89,178,1,3,5,Eclipse,1,3,5,green,green,green,2
WASP-50,0.969819,0.016436,0.013064,5446,46,46,0.891411,0.008959,0.012059,4.54,0.15,0.15,-0.12,-0.08,0.08,[Fe/H],0.18,0.03,0,0.16,0.16,0.12,0.831763771,0.199526231,4.168693835,7,-3.5,3.5,,2.8,0.8,0.8,16.3,-0.5,0.5,184.848,-1.841,1.879,5.486497721,0.017405404,0.017405404,,,TIC 382391899,Gaia DR3 5160557726183065984,12.431,11.44,10.041,,10.401,9.969,,,,,,11.0529,,11.5518,9.905,9.958,9.899,8.951,43.68805981,-10.89806132,Gaia,J2000,9.5449674,-0.077161,0.077161,3.28086,-0.071847,0.071847,8.96339,-0.0778454,0.0778454,43.68805906,-10.89806256,WASP-50b,1.15,-0.05,0.05,12.89032784,0.1404,-0.0013,0.0013,,,,1.47,-0.09,0.09,467.2077577,28.60455659,-28.60455659,FALSE,242.7295582,,,,,,,,,1.9550929,1.50E-07,1.50E-07,1444.822744,1444.881263,1444.881263,847360.97,61528.54,60540.79,622.5221202,45.20255066,44.47689035,0.029449011,,,4405509392,7.103888546,-0.15,0.17,84.44993844,,,0.009,-0.006,0.011,0,,,-2.9,-1.2,1.2,,,,TRUE,0.687,2458684.806,8.50E-05,8.50E-05,1.757561738,,,,,,6941.014153,1504.34695,3932.320253,TRUE,0.687,,,,6941.014153,1504.290528,3932.433096,2458685.795,1,1,SuperWASP,2011,<a refstr=KNUDSTRUP_ET_AL__2024 href=https://ui.adsabs.harvard.edu/abs/2024A&A...690A.379K/abstract target=ref>Knudstrup et al. 2024</a>,2024-10,0,Published Confirmed,0,2,FALSE,TRUE,0.2,2.3,0.8,FALSE,11,,FALSE,low,TRUE,TRUE," Planet Semi-major Axis, Inclination, Transit Depth, Radial Velocity Amplitude, ","Planet Albedo, Heat Redistribution Factor, Mean Molecular Weight, Periastron, ","Star Rotation Period [days], ",203,201,3,35,70,1,2,3,Eclipse,1,2,3,green,green,green,3
WASP-52,0.841717,0.049057,0.052041,4921,89,89,0.873563,0.025451,0.028554,4.49,0.15,0.15,0.03,-0.12,0.12,[Fe/H],,,,,,,,,,0.4,-0.2,0.3,K2 V,3.4,0.3,0.3,,,,174.818,-1.323,1.343,5.69176,-0.0432971,0.0432971,,,TIC 427685831,Gaia DR3 2666015878575546496,13.045,12.192,10.186,,10.588,10.086,15.2394,12.8638,11.9799,11.797,13.622,11.3819,,11.9537,10.011,10.094,9.983,8.395001,348.4947931,8.7610793,NEA,J2000,44.7847762,-0.0550157,0.0550157,-6.91372,-0.0789515,0.0789515,-44.2479,-0.0542996,0.0542996,348.4948234,8.761270085,WASP-52b,1.27,-0.03,0.03,14.23540553,0.149398051,-0.001338706,0.001338706,,,,0.46,-0.02,0.02,146.201067,6.356568132,-6.356568132,FALSE,86.74253183,,,,,,0.29,-0.03,0.03,1.749781004,8.50E-08,8.50E-08,1346.425377,1346.425377,1346.425377,661654.15,48825.38,64542.41,486.0907676,35.87004849,47.41672008,0.0272,-0.0003,0.0003,4069062083,6.679010977,-0.1073,0.1106,85.35,-0.2,0.2,0,,,0,,,24,-9,17,20,-50,50,TRUE,0.541459053,2457058.774,5.50E-05,5.50E-05,2.71,-0.04,0.04,1.8096,-0.012,0.012,7357.734607,1303.933955,4749.866697,TRUE,0.541459053,,,,7357.734607,1303.933955,4749.866697,2457059.648,1,1,SuperWASP,2012,<a refstr=HEBRARD_ET_AL__2013 href=https://ui.adsabs.harvard.edu/abs/2013A%26A...549A.134H/abstract target=ref> Hebrard et al. 2013 </a>,2013-01,0,Published Confirmed,3,6,FALSE,TRUE,0.2,2.3,0.8,FALSE,11,,FALSE,low,TRUE,TRUE," Rp/Rs, Radial Velocity Amplitude, ","Planet Albedo, Heat Redistribution Factor, Mean Molecular Weight, Eccentricity, Periastron, Eccentricity, Eccentricity, Eccentricity, Eccentricity, ","True Obliquity, ",193,195,1,2,4,1,1,2,Eclipse,1,1,2,green,green,green,3
WASP-53,0.839,-0.054,0.054,4953,-60,60,0.798,-0.023,0.023,4.553,-0.02,0.019,0.22,-0.11,0.11,[Fe/H],,,,,,,,,,,,,,0.86,-0.21,0.21,,,,201.338,-1.362,1.38,4.984558022,0.011299162,0.011299162,,,TIC 268766053,Gaia DR3 5136559128264765184,13.533,12.591,10.474,,10.959,10.39,,,,,,11.7617,,12.3473,10.366,10.43,10.239,9.302,31.909202,-20.66187625,Gaia,J2000,12.2274131,-0.0572186,0.0572186,-9.07912,-0.0568364,0.0568364,8.19019,-0.0576849,0.0576849,31.90920607,-20.66187736,WASP-53b,1.074,-0.037,0.037,12.03844531,0.138304666,,,,,,2.132,-0.094,0.092,677.6101629,29.24021341,-29.87587022,FALSE,326.1,-1.8,1.8,,,,2.28,-0.17,0.2,3.30984276,2.20E-07,2.20E-07,1053.591337,1053.591337,1053.591337,276497.32,16217.64,17555.14,203.1314917,11.91444968,12.89705729,0.04101,-0.00091,0.00083,6135008677,11.05,-0.19,0.2,87.08,-0.15,0.16,0,,,0,,,4,-12,12,,,,TRUE,0.562904192,2457386.659,0.0001,0.0001,1.912818074,,,,,,8171.854562,1393.606737,5384.641089,TRUE,0.562904192,,,,8171.854562,1393.606737,5384.641089,2457388.314,1,1,Multiple Facilities,2017,<a refstr=TRIAUD_ET_AL__2017 href=https://ui.adsabs.harvard.edu/abs/2017MNRAS.467.1714T/abstract target=ref>Triaud et al. 2017</a>,2017-05,0,Published Confirmed,0,0,FALSE,FALSE,0.2,2.3,0.8,FALSE,9,,FALSE,high,TRUE,FALSE," Transit Impact Parameter, Rp/Rs, Transit Depth, ","Planet Albedo, Heat Redistribution Factor, Mean Molecular Weight, Eccentricity, Periastron, Eccentricity, Eccentricity, Eccentricity, Eccentricity, ",,122,123,14,188,379,1,8,15,Eclipse,1,8,15,yellow,green,green,2
WASP-54,1.150489,0.01232,0.011383,6086,44,44,1.739621,0.031872,0.029284,4.02,0.15,0.15,-0.27,-0.08,0.08,[Fe/H],-0.05,0.05,-0.1,0.11,-0.22,0.12,0.616595002,0.104712855,5.888436554,6.3,-2.4,1.6,F9,3.6,0.6,0.6,,,,251.303,-4.327,4.478,3.95218,-0.0691653,0.0691653,,,TIC 61098812,Gaia DR3 3661983850663908608,11.011,10.413,9.135,9.773,9.365,9.035,13.9063,10.7614,10.3119,10.2734,10.4784,9.87229,,10.2441,9.007,9.036,9.011,8.711,205.4542456,-0.1281712,NEA,J2000,26.9812247,-0.0747259,0.0747259,-10.8923,-0.0892392,0.0892392,-24.6849,-0.0715585,0.0715585,,,WASP-54b,1.653,-0.083,0.09,18.52844515,0.0927,-0.0011,0.0011,,,,0.636,-0.024,0.025,202.1388666,7.945710165,-7.627881758,FALSE,73,-2,2,,,,0.188,-0.025,0.029,3.69359938,7.10E-07,7.10E-07,1733.121833,1787.665803,1684.862747,2298545.47,260600.57,221909.05,1688.649171,191.4527871,163.0276791,0.04987,-0.00044,0.00044,7460445812,6.16560522,,,84.97,-0.59,0.63,0.067,-0.025,0.033,62,-33,21,,,,,,,TRUE,0.508099288,2459296.903,0.00015,0.00015,0.86,-0.02,0.02,4.4712,-0.0432,0.036,15136.12127,1698.107295,11739.90668,TRUE,0.571994951,,,,16393.88512,2005.86008,12382.16496,2459298.824,1,1,SuperWASP,2012,<a refstr=FAEDI_ET_AL__2013 href=https://ui.adsabs.harvard.edu/abs/2013A%26A...551A..73F/abstract target=ref> Faedi et al. 2013 </a>,2013-03,0,Published Confirmed,0,0,FALSE,FALSE,0.2,2.3,0.8,FALSE,13,,FALSE,medium,TRUE,TRUE, ,"Planet Albedo, Heat Redistribution Factor, Mean Molecular Weight, ",,90,94,1,2,3,1,1,1,Eclipse,1,1,1,green,green,green,3
WASP-55,1.053234,0.024371,0.024708,5920,49,49,1.085229,0.022505,0.022995,4.37,0.16,0.16,-0.03,-0.04,0.04,[Fe/H],-0.04,0.05,,,,,,,,3.05,-0.99,0.92,,2.3,0.9,0.9,17.45,-2.85,2.4,297.462,-3.858,3.959,3.419421566,0.020420363,0.020420363,,,TIC 294301883,Gaia DR3 3603529272750802560,12.687,11.753,10.443,,10.775,10.396,,,,,,11.3473,11.738,11.7747,10.323,10.343,10.381,8.641,203.758145,-17.50348042,Gaia,J2000,12.666877,-0.0764805,0.0764805,12.0718,-0.07708,0.07708,-3.83685,-0.0702702,0.0702702,203.7581408,-17.5034799,WASP-55b,1.314,-0.025,0.021,14.72860068,0.124425507,,,,,,0.586,-0.032,0.033,186.2474463,10.48833742,-10.17050901,FALSE,68.7,-3.2,3.2,,,,0.342159,-0.025198,0.026524,4.46562934,4.60E-07,4.60E-07,1276.100592,1276.100592,1276.100592,580618.78,63411.35,53894,426.5573313,46.58577566,39.59376032,0.054307721,,,8124319448,10.76077616,-0.15,0.14,88.74,-0.38,0.57,0,,,0,,,,,,,,,TRUE,0.236622754,2457381.292,0.0001,0.0001,1.548170671,,,,,,12570.76123,1468.694512,9633.372211,TRUE,0.236622754,,,,12570.76123,1468.694512,9633.372211,2457383.525,1,1,SuperWASP,2012,<a refstr=MCGRUDER_ET_AL__2023 href=https://ui.adsabs.harvard.edu/abs/2023ApJ...944L..56M/abstract target=ref>McGruder et al. 2023</a>,2023-02,0,Published Confirmed,0,0,FALSE,FALSE,0.2,2.3,0.8,FALSE,10,,FALSE,low,TRUE,TRUE," Planet Semi-major Axis, Rp/Rs, Transit Depth, ","Planet Albedo, Heat Redistribution Factor, Mean Molecular Weight, Eccentricity, Periastron, Eccentricity, Eccentricity, Eccentricity, Eccentricity, ",,75,77,1,7,13,1,4,7,Eclipse,1,4,7,green,green,green,2
WASP-56,1.143067,0.019293,0.021408,5679,51,51,1.156155,0.022384,0.024553,4.33,0.14,0.14,0.12,-0.06,0.06,[Fe/H],0.48,0.04,,,0.67,0.12,,,2.570395783,6.2,-2.1,3,G6,2.3,1.1,1.1,,,,321.084,-5.228,5.4,3.08648,-0.0511433,0.0511433,,,TIC 347329162,Gaia DR3 4001613814138156416,12.723,12.091,10.603,11.388,10.874,10.532,15.1056,12.9637,12.0566,11.9146,13.2576,11.5384,,12.0028,10.481,10.535,10.529,8.604,183.3660401,23.055687,NEA,J2000,36.8009875,-0.0766513,0.0766513,-36.6949,-0.0767737,0.0767737,2.79231,-0.0513067,0.0513067,183.3662119,23.05567434,WASP-56b,1.092,-0.033,0.035,12.24020696,0.10095,-0.00205,0.00201,,,,0.571,-0.035,0.034,181.4800202,10.80616582,-11.12399423,FALSE,69,-4,4,,,,0.583,-0.061,0.064,4.61705922,6.80E-07,6.80E-07,1260.371523,1260.371523,1260.371523,508567.26,49469.27,50753.05,373.6239692,36.34308864,37.28623032,0.05458,-0.00041,0.00041,8165051783,10.15118114,,,88.5,-0.2,0.1,0,,,0,,,,,,,,,TRUE,0.265726944,2456441.827,0.00021,0.00021,1.019,-0.041,0.041,3.5616,-0.06,0.06,13393.7254,1316.822651,10760.0801,TRUE,0.265726944,,,,13393.7254,1316.822651,10760.0801,2456444.136,1,1,SuperWASP,2012,<a refstr=FAEDI_ET_AL__2013 href=https://ui.adsabs.harvard.edu/abs/2013A%26A...551A..73F/abstract target=ref> Faedi et al. 2013 </a>,2013-03,0,Published Confirmed,0,0,FALSE,FALSE,0.2,2.3,0.8,FALSE,11,,FALSE,low,TRUE,TRUE, ,"Planet Albedo, Heat Redistribution Factor, Mean Molecular Weight, Eccentricity, Periastron, Eccentricity, Eccentricity, Eccentricity, Eccentricity, ",,71,74,2,25,48,2,10,19,Eclipse,2,10,19,green,green,green,2
WASP-57,1.031134,0.053145,0.046085,5891,124,124,1.04094,0.03716,0.043923,4.42,0.04,0.04,-0.25,-0.1,0.1,[Fe/H],,,,,,,,,,2.6,-1.8,2.2,G6,0,0,0,,,,398.276,-5.657,5.82,2.48261,-0.0358967,0.0358967,,,TIC 175772482,Gaia DR3 6340377202215639936,13.576,12.913,11.292,12.243,11.625,11.244,15.0087,13.4649,14.3176,12.7321,12.9354,12.2688,,12.7293,11.193,11.236,11.075,9.271,223.8199788,-2.0576866,NEA,J2000,27.4669832,-0.0646647,0.0646647,-27.0641,-0.0647151,0.0647151,-4.68718,-0.062963,0.062963,223.8200952,-2.05766656,WASP-57b,0.916,-0.014,0.017,10.26742635,0.11265,-0.00062,0.00062,,,,0.672,-0.046,0.049,213.5806892,15.57359192,-14.6201067,FALSE,100,-7,7,,,,1.161,-0.094,0.101,2.83891814,3.20E-07,3.20E-07,1474.496132,1474.496132,1474.496132,585844.61,92058.14,217062.41,430.396539,67.63142336,159.4670471,0.0386,-0.0004,0.0004,5774477809,7.981063655,,,88,-0.2,0.1,0,,,0,,,,,,,,,TRUE,0.278535105,2456524.132,9.80E-05,9.80E-05,1.269,-0.014,0.014,2.304,-0.012,0.012,10576.82112,1157.250526,8262.32007,TRUE,0.278535105,,,,10576.82112,1157.250526,8262.32007,2456525.551,1,1,SuperWASP,2012,<a refstr=FAEDI_ET_AL__2013 href=https://ui.adsabs.harvard.edu/abs/2013A%26A...551A..73F/abstract target=ref> Faedi et al. 2013 </a>,2013-03,0,Published Confirmed,4,0,FALSE,FALSE,0.2,2.3,0.8,FALSE,11,,FALSE,low,TRUE,TRUE, ,"Planet Albedo, Heat Redistribution Factor, Mean Molecular Weight, Eccentricity, Periastron, Eccentricity, Eccentricity, Eccentricity, Eccentricity, ",,126,127,8,114,227,3,17,34,Eclipse,3,17,34,orange,green,green,2
WASP-58,0.862591,0.018656,0.019633,5701,66,66,1.24099,0.029462,0.0295,4.22,0.16,0.16,-0.45,-0.09,0.09,[Fe/H],-0.25,0.06,,,-0.37,0.12,,,5.248074602,3.2,-2.1,4.5,G2 V,4.3,0.2,0.2,,,,290.404,-1.808,1.83,3.396309378,0.011228994,0.011228994,,,TIC 424435940,Gaia DR3 2115245554756763392,12.312,11.652,10.364,,10.626,10.285,,,,,,11.2311,,11.6347,10.251,10.279,10.239,9.335,274.7011193,45.17202328,Gaia,J2000,57.302488,-0.042297,0.042297,32.5795,-0.0403532,0.0403532,47.1397,-0.0431946,0.0431946,274.701054,45.17201675,WASP-58b,1.37,-0.2,0.2,15.3563036,0.113445619,-0.004407398,0.004407398,,,,0.89,-0.07,0.07,282.8672819,22.24798846,-22.24798846,FALSE,116.4831953,,,,,,0.45,-0.19,0.19,5.01721382,8.40E-07,8.40E-07,1291.795356,1291.795356,1291.795356,576295.54,205101.85,139118.55,423.3812202,150.6801033,102.2048192,0.0561,-0.002,0.002,8392440546,9.738333616,-1.05,1.319,87.4,-1.5,1.5,0,,,0,,,,,,,,,TRUE,0.441759912,2459298.049,0.00012,0.00012,1.45,-0.1,0.1,3.7968,-0.1032,0.1032,14523.39925,1804.84773,10913.70379,TRUE,0.441759912,,,,14523.39925,1804.84773,10913.70379,2459300.557,1,1,SuperWASP,2012,<a refstr=HEBRARD_ET_AL__2013 href=https://ui.adsabs.harvard.edu/abs/2013A%26A...549A.134H/abstract target=ref> Hebrard et al. 2013 </a>,2013-01,0,Published Confirmed,0,0,FALSE,FALSE,0.2,2.3,0.8,FALSE,11,,FALSE,low,TRUE,TRUE," Rp/Rs, Radial Velocity Amplitude, ","Planet Albedo, Heat Redistribution Factor, Mean Molecular Weight, Eccentricity, Periastron, Eccentricity, Eccentricity, Eccentricity, Eccentricity, ",,219,220,1,13,25,1,3,6,Eclipse,1,3,6,green,green,green,2
